Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Angola,"Rice, paddy",2023,24761.0,1053.9,40.0,21.51
Angola,Sorghum,2000,3333.0,1057.2,40.0,21.67
Angola,Sorghum,2001,3571.0,1045.4,40.0,21.84
Angola,Sorghum,2002,3400.0,1068.9,40.0,21.93
Angola,Sorghum,2003,2941.0,1037.7,40.0,22.01
Angola,Sorghum,2004,3333.0,1072.9,40.0,21.78
Angola,Sorghum,2005,3333.0,1021.3,40.0,22.14
Angola,Sorghum,2006,4091.0,1091.8,40.0,21.58
Angola,Sorghum,2007,4031.0,1056.0,40.0,21.56
Angola,Sorghum,2008,929.0,1070.6,40.0,21.53
Angola,Sorghum,2009,2480.0,1077.1,40.0,21.72
Angola,Sorghum,2010,2814.0,1051.1,40.0,21.87
Angola,Sorghum,2011,3320.0,1057.0,40.0,21.49
Angola,Sorghum,2012,998.0,1072.0,40.0,21.53
Angola,Sorghum,2013,2415.0,1036.5,40.0,21.56
Angola,Sorghum,2014,2421.0,1056.2,40.0,21.56
Angola,Sorghum,2015,2503.0,1005.2,40.0,21.69
Angola,Sorghum,2016,2193.0,1031.2,40.0,21.94
Angola,Sorghum,2017,2266.0,1066.8,40.0,21.84
Angola,Sorghum,2018,2712.0,1056.4,40.0,21.66
Angola,Sorghum,2019,2211.0,1063.3,40.0,21.76
Angola,Sorghum,2020,2286.0,1069.6,40.0,21.72
Angola,Sorghum,2021,2269.0,1057.4,40.0,21.73
Angola,Sorghum,2022,2334.0,1057.6,40.0,21.62
Angola,Sorghum,2023,2354.0,1053.9,40.0,21.51
Angola,Soybeans,2000,2333.0,1057.2,40.0,21.67
Angola,Soybeans,2001,2500.0,1045.4,40.0,21.84
Angola,Soybeans,2002,2857.0,1068.9,40.0,21.93
Angola,Soybeans,2003,3250.0,1037.7,40.0,22.01
Angola,Soybeans,2004,3600.0,1072.9,40.0,21.78
Angola,Soybeans,2005,3793.0,1021.3,40.0,22.14
Angola,Soybeans,2006,4286.0,1091.8,40.0,21.58
Angola,Soybeans,2007,6883.0,1056.0,40.0,21.56
Angola,Soybeans,2008,8575.0,1070.6,40.0,21.53
Angola,Soybeans,2009,4449.0,1077.1,40.0,21.72
Angola,Soybeans,2010,4446.0,1051.1,40.0,21.87
Angola,Soybeans,2011,5294.0,1057.0,40.0,21.49
Angola,Soybeans,2012,1641.0,1072.0,40.0,21.53
Angola,Soybeans,2013,4405.0,1036.5,40.0,21.56
Angola,Soybeans,2014,5840.0,1056.2,40.0,21.56
Angola,Soybeans,2015,6513.0,1005.2,40.0,21.69
Angola,Soybeans,2016,6323.0,1031.2,40.0,21.94
Angola,Soybeans,2017,9093.0,1066.8,40.0,21.84
Angola,Soybeans,2018,9829.0,1056.4,40.0,21.66
Angola,Soybeans,2019,10303.0,1063.3,40.0,21.76
Angola,Soybeans,2020,10398.0,1069.6,40.0,21.72
Angola,Soybeans,2021,10242.0,1057.4,40.0,21.73
Angola,Soybeans,2022,10306.0,1057.6,40.0,21.62
Angola,Soybeans,2023,10913.0,1053.9,40.0,21.51
Angola,Sweet potatoes,1990,89342.0,1035.7,64.0,21.73
Angola,Sweet potatoes,1991,83216.0,1071.0,79.0,21.55
Angola,Sweet potatoes,1992,90000.0,932.5,23.0,21.69
Angola,Sweet potatoes,1993,88095.0,1042.5,169.0,21.58
Angola,Sweet potatoes,1994,83430.0,986.0,90.0,21.65
Angola,Sweet potatoes,1995,81528.0,960.4,336.0,21.93
Angola,Sweet potatoes,1996,85455.0,993.0,40.0,21.71
Angola,Sweet potatoes,1997,79049.0,1072.2,40.0,21.84
Angola,Sweet potatoes,1998,77452.0,1036.7,40.0,22.09
Angola,Sweet potatoes,1999,82865.0,1057.5,40.0,21.59
Angola,Sweet potatoes,2000,34938.0,1057.2,40.0,21.67
Angola,Sweet potatoes,2001,44458.0,1045.4,40.0,21.84
Angola,Sweet potatoes,2002,42190.0,1068.9,40.0,21.93
Angola,Sweet potatoes,2003,38231.0,1037.7,40.0,22.01
Angola,Sweet potatoes,2004,45360.0,1072.9,40.0,21.78
Angola,Sweet potatoes,2005,46159.0,1021.3,40.0,22.14
Angola,Sweet potatoes,2006,44240.0,1091.8,40.0,21.58
Angola,Sweet potatoes,2007,58855.0,1056.0,40.0,21.56
Angola,Sweet potatoes,2008,65437.0,1070.6,40.0,21.53
Angola,Sweet potatoes,2009,66475.0,1077.1,40.0,21.72
Angola,Sweet potatoes,2010,63001.0,1051.1,40.0,21.87
Angola,Sweet potatoes,2011,65512.0,1057.0,40.0,21.49
Angola,Sweet potatoes,2012,52954.0,1072.0,40.0,21.53
Angola,Sweet potatoes,2013,73409.0,1036.5,40.0,21.56
Angola,Sweet potatoes,2014,114342.0,1056.2,40.0,21.56
Angola,Sweet potatoes,2015,115174.0,1005.2,40.0,21.69
Angola,Sweet potatoes,2016,111218.0,1031.2,40.0,21.94
Angola,Sweet potatoes,2017,86022.0,1066.8,40.0,21.84
Angola,Sweet potatoes,2018,94719.0,1056.4,40.0,21.66
Angola,Sweet potatoes,2019,94246.0,1063.3,40.0,21.76
Angola,Sweet potatoes,2020,94716.0,1069.6,40.0,21.72
Angola,Sweet potatoes,2021,95163.0,1057.4,40.0,21.73
Angola,Sweet potatoes,2022,98903.0,1057.6,40.0,21.62
Angola,Sweet potatoes,2023,100657.0,1053.9,40.0,21.51
Angola,Wheat,1990,7995.0,1035.7,64.0,21.73
Angola,Wheat,1991,8000.0,1071.0,79.0,21.55
Angola,Wheat,1992,8000.0,932.5,23.0,21.69
Angola,Wheat,1993,8862.0,1042.5,169.0,21.58
Angola,Wheat,1994,10000.0,986.0,90.0,21.65
Angola,Wheat,1995,11865.0,960.4,336.0,21.93
Angola,Wheat,1996,13758.0,993.0,40.0,21.71
Angola,Wheat,1997,15529.0,1072.2,40.0,21.84
Angola,Wheat,1998,17143.0,1036.7,40.0,22.09
Angola,Wheat,1999,17391.0,1057.5,40.0,21.59
Angola,Wheat,2000,17025.0,1057.2,40.0,21.67
Angola,Wheat,2001,16667.0,1045.4,40.0,21.84
Angola,Wheat,2002,15485.0,1068.9,40.0,21.93
Angola,Wheat,2003,13879.0,1037.7,40.0,22.01
Angola,Wheat,2004,12412.0,1072.9,40.0,21.78
Angola,Wheat,2005,10860.0,1021.3,40.0,22.14
Angola,Wheat,2006,10000.0,1091.8,40.0,21.58
Angola,Wheat,2007,10000.0,1056.0,40.0,21.56
Angola,Wheat,2008,10000.0,1070.6,40.0,21.53
Angola,Wheat,2009,10000.0,1077.1,40.0,21.72
Angola,Wheat,2010,10526.0,1051.1,40.0,21.87
Angola,Wheat,2011,10959.0,1057.0,40.0,21.49
Angola,Wheat,2012,11317.0,1072.0,40.0,21.53
Angola,Wheat,2013,9991.0,1036.5,40.0,21.56
Angola,Wheat,2014,9779.0,1056.2,40.0,21.56
Angola,Wheat,2015,9622.0,1005.2,40.0,21.69
Angola,Wheat,2016,9466.0,1031.2,40.0,21.94
Angola,Wheat,2017,9310.0,1066.8,40.0,21.84
Angola,Wheat,2018,9153.0,1056.4,40.0,21.66
Angola,Wheat,2019,8798.0,1063.3,40.0,21.76
Angola,Wheat,2020,6695.0,1069.6,40.0,21.72
Angola,Wheat,2021,4742.0,1057.4,40.0,21.73
Angola,Wheat,2022,5910.0,1057.6,40.0,21.62
Angola,Wheat,2023,11634.0,1053.9,40.0,21.51
Antigua and Barbuda,Cassava,1990,50000.0,1095.2,289.0,26.91
Antigua and Barbuda,Cassava,1991,50000.0,964.2,289.0,26.94
Antigua and Barbuda,Cassava,1992,47450.0,1295.7,289.0,27.05
Antigua and Barbuda,Cassava,1993,46929.0,927.2,289.0,27.17
Antigua and Barbuda,Cassava,1994,46408.0,830.3,289.0,26.99
Antigua and Barbuda,Cassava,1995,44444.0,990.8,289.0,27.35
Antigua and Barbuda,Cassava,1996,45564.0,1098.2,289.0,27.27
Antigua and Barbuda,Cassava,1997,45479.0,988.5,289.0,27.65
Antigua and Barbuda,Cassava,1998,45254.0,1269.8,289.0,28.04
Antigua and Barbuda,Cassava,1999,45054.0,1075.3,266.0,27.53
Antigua and Barbuda,Cassava,2000,45311.0,843.9,260.0,27.28
Antigua and Barbuda,Cassava,2001,44727.0,1074.1,272.0,27.6
Antigua and Barbuda,Cassava,2002,45000.0,1066.8,325.0,27.61
Antigua and Barbuda,Cassava,2003,40000.0,1092.3,379.0,27.7
Antigua and Barbuda,Cassava,2004,41667.0,1279.5,432.0,27.29
Antigua and Barbuda,Cassava,2005,43377.0,1337.5,410.0,27.64
Antigua and Barbuda,Cassava,2006,40000.0,1311.0,347.0,27.38
Antigua and Barbuda,Cassava,2007,44627.0,1031.1,292.0,27.32
Antigua and Barbuda,Cassava,2008,46136.0,1368.7,319.0,26.95
Antigua and Barbuda,Cassava,2009,47420.0,871.0,380.0,27.35
Antigua and Barbuda,Cassava,2010,48684.0,1220.3,342.0,27.78
Antigua and Barbuda,Cassava,2011,49958.0,1123.2,782.0,27.31
Antigua and Barbuda,Cassava,2012,57500.0,953.1,694.0,27.36
Antigua and Barbuda,Cassava,2013,52208.0,1017.8,685.0,27.47
Antigua and Barbuda,Cassava,2014,53060.0,1091.7,174.0,27.46
Antigua and Barbuda,Cassava,2015,54272.0,645.0,176.0,27.69
Antigua and Barbuda,Cassava,2016,55831.0,1059.8,180.0,27.65
Antigua and Barbuda,Cassava,2017,50507.0,1146.2,183.0,27.44
Antigua and Barbuda,Cassava,2018,49191.0,1002.0,200.0,27.15
Antigua and Barbuda,Cassava,2019,48461.0,1024.9,220.0,27.5
Antigua and Barbuda,Cassava,2020,60941.0,990.6,250.0,27.51
Antigua and Barbuda,Cassava,2021,16312.0,880.9,251.0,27.4
Antigua and Barbuda,Cassava,2022,52939.0,965.0,247.0,27.19
Antigua and Barbuda,Cassava,2023,32776.0,1053.0,229.0,27.83
Antigua and Barbuda,Maize,1990,23810.0,1095.2,289.0,26.91
Antigua and Barbuda,Maize,1991,18333.0,964.2,289.0,26.94
Antigua and Barbuda,Maize,1992,17136.0,1295.7,289.0,27.05
Antigua and Barbuda,Maize,1993,16901.0,927.2,289.0,27.17
Antigua and Barbuda,Maize,1994,16684.0,830.3,289.0,26.99
Antigua and Barbuda,Maize,1995,16071.0,990.8,289.0,27.35
Antigua and Barbuda,Maize,1996,16390.0,1098.2,289.0,27.27
Antigua and Barbuda,Maize,1997,16342.0,988.5,289.0,27.65
Antigua and Barbuda,Maize,1998,16318.0,1269.8,289.0,28.04
Antigua and Barbuda,Maize,1999,16317.0,1075.3,266.0,27.53
Antigua and Barbuda,Maize,2000,16000.0,843.9,260.0,27.28
Antigua and Barbuda,Maize,2001,16149.0,1074.1,272.0,27.6
Antigua and Barbuda,Maize,2002,15625.0,1066.8,325.0,27.61
Antigua and Barbuda,Maize,2003,15714.0,1092.3,379.0,27.7
Antigua and Barbuda,Maize,2004,15789.0,1279.5,432.0,27.29
Antigua and Barbuda,Maize,2005,15974.0,1337.5,410.0,27.64
Antigua and Barbuda,Maize,2006,16250.0,1311.0,347.0,27.38
Antigua and Barbuda,Maize,2007,16014.0,1031.1,292.0,27.32
Antigua and Barbuda,Maize,2008,16190.0,1368.7,319.0,26.95
Antigua and Barbuda,Maize,2009,15902.0,871.0,380.0,27.35
Antigua and Barbuda,Maize,2010,15859.0,1220.3,342.0,27.78
Antigua and Barbuda,Maize,2011,15974.0,1123.2,782.0,27.31
Antigua and Barbuda,Maize,2012,15953.0,953.1,694.0,27.36
Antigua and Barbuda,Maize,2013,15931.0,1017.8,685.0,27.47
Antigua and Barbuda,Maize,2014,15830.0,1091.7,174.0,27.46
Antigua and Barbuda,Maize,2015,15796.0,645.0,176.0,27.69
Antigua and Barbuda,Maize,2016,18432.0,1059.8,180.0,27.65
Antigua and Barbuda,Maize,2017,20307.0,1146.2,183.0,27.44
Antigua and Barbuda,Maize,2018,22339.0,1002.0,200.0,27.15
Antigua and Barbuda,Maize,2019,19888.0,1024.9,220.0,27.5
Antigua and Barbuda,Maize,2020,18811.0,990.6,250.0,27.51
Antigua and Barbuda,Maize,2021,20009.0,880.9,251.0,27.4
Antigua and Barbuda,Maize,2022,19522.0,965.0,247.0,27.19
Antigua and Barbuda,Maize,2023,19405.0,1053.0,229.0,27.83
Antigua and Barbuda,Sweet potatoes,1990,61538.0,1095.2,289.0,26.91
Antigua and Barbuda,Sweet potatoes,1991,60142.0,964.2,289.0,26.94
Antigua and Barbuda,Sweet potatoes,1992,59847.0,1295.7,289.0,27.05
Antigua and Barbuda,Sweet potatoes,1993,59560.0,927.2,289.0,27.17
Antigua and Barbuda,Sweet potatoes,1994,59285.0,830.3,289.0,26.99
Antigua and Barbuda,Sweet potatoes,1995,58333.0,990.8,289.0,27.35
Antigua and Barbuda,Sweet potatoes,1996,59005.0,1098.2,289.0,27.27
Antigua and Barbuda,Sweet potatoes,1997,59073.0,988.5,289.0,27.65
Antigua and Barbuda,Sweet potatoes,1998,59135.0,1269.8,289.0,28.04
Antigua and Barbuda,Sweet potatoes,1999,59203.0,1075.3,266.0,27.53
Antigua and Barbuda,Sweet potatoes,2000,59646.0,843.9,260.0,27.28
Antigua and Barbuda,Sweet potatoes,2001,59556.0,1074.1,272.0,27.6
Antigua and Barbuda,Sweet potatoes,2002,58929.0,1066.8,325.0,27.61
Antigua and Barbuda,Sweet potatoes,2003,58333.0,1092.3,379.0,27.7
Antigua and Barbuda,Sweet potatoes,2004,57143.0,1279.5,432.0,27.29
Antigua and Barbuda,Sweet potatoes,2005,59842.0,1337.5,410.0,27.64
Antigua and Barbuda,Sweet potatoes,2006,62500.0,1311.0,347.0,27.38
Antigua and Barbuda,Sweet potatoes,2007,61377.0,1031.1,292.0,27.32
Antigua and Barbuda,Sweet potatoes,2008,62222.0,1368.7,319.0,26.95
Antigua and Barbuda,Sweet potatoes,2009,62099.0,871.0,380.0,27.35
Antigua and Barbuda,Sweet potatoes,2010,62500.0,1220.3,342.0,27.78
Antigua and Barbuda,Sweet potatoes,2011,62920.0,1123.2,782.0,27.31
Antigua and Barbuda,Sweet potatoes,2012,65000.0,953.1,694.0,27.36
Antigua and Barbuda,Sweet potatoes,2013,63705.0,1017.8,685.0,27.47
Antigua and Barbuda,Sweet potatoes,2014,63463.0,1091.7,174.0,27.46
Antigua and Barbuda,Sweet potatoes,2015,64428.0,645.0,176.0,27.69
Antigua and Barbuda,Sweet potatoes,2016,61227.0,1059.8,180.0,27.65
Antigua and Barbuda,Sweet potatoes,2017,57815.0,1146.2,183.0,27.44
Antigua and Barbuda,Sweet potatoes,2018,53761.0,1002.0,200.0,27.15
Antigua and Barbuda,Sweet potatoes,2019,49903.0,1024.9,220.0,27.5
Antigua and Barbuda,Sweet potatoes,2020,44744.0,990.6,250.0,27.51
Antigua and Barbuda,Sweet potatoes,2021,18170.0,880.9,251.0,27.4
Antigua and Barbuda,Sweet potatoes,2022,40097.0,965.0,247.0,27.19
Antigua and Barbuda,Sweet potatoes,2023,39584.0,1053.0,229.0,27.83
Antigua and Barbuda,Yams,1990,34615.0,1095.2,289.0,26.91
Antigua and Barbuda,Yams,1991,37376.0,964.2,289.0,26.94
Antigua and Barbuda,Yams,1992,40000.0,1295.7,289.0,27.05
Antigua and Barbuda,Yams,1993,37905.0,927.2,289.0,27.17
Antigua and Barbuda,Yams,1994,37773.0,830.3,289.0,26.99
Antigua and Barbuda,Yams,1995,38462.0,990.8,289.0,27.35
Antigua and Barbuda,Yams,1996,37278.0,1098.2,289.0,27.27
Antigua and Barbuda,Yams,1997,37091.0,988.5,289.0,27.65
Antigua and Barbuda,Yams,1998,36926.0,1269.8,289.0,28.04
Antigua and Barbuda,Yams,1999,36802.0,1075.3,266.0,27.53
Antigua and Barbuda,Yams,2000,36648.0,843.9,260.0,27.28
Antigua and Barbuda,Yams,2001,36667.0,1074.1,272.0,27.6
Antigua and Barbuda,Yams,2002,36250.0,1066.8,325.0,27.61
Antigua and Barbuda,Yams,2003,35556.0,1092.3,379.0,27.7
Antigua and Barbuda,Yams,2004,35000.0,1279.5,432.0,27.29
Antigua and Barbuda,Yams,2005,34990.0,1337.5,410.0,27.64
Antigua and Barbuda,Yams,2006,34704.0,1311.0,347.0,27.38
Antigua and Barbuda,Yams,2007,34432.0,1031.1,292.0,27.32
Antigua and Barbuda,Yams,2008,34191.0,1368.7,319.0,26.95
Antigua and Barbuda,Yams,2009,33915.0,871.0,380.0,27.35
Antigua and Barbuda,Yams,2010,33637.0,1220.3,342.0,27.78
Antigua and Barbuda,Yams,2011,33358.0,1123.2,782.0,27.31
Antigua and Barbuda,Yams,2012,31250.0,953.1,694.0,27.36
Antigua and Barbuda,Yams,2013,32727.0,1017.8,685.0,27.47
Antigua and Barbuda,Yams,2014,32313.0,1091.7,174.0,27.46
Antigua and Barbuda,Yams,2015,31991.0,645.0,176.0,27.69
Antigua and Barbuda,Yams,2016,32327.0,1059.8,180.0,27.65
Antigua and Barbuda,Yams,2017,31693.0,1146.2,183.0,27.44
Antigua and Barbuda,Yams,2018,33019.0,1002.0,200.0,27.15
Antigua and Barbuda,Yams,2019,33909.0,1024.9,220.0,27.5
Antigua and Barbuda,Yams,2020,32647.0,990.6,250.0,27.51
Antigua and Barbuda,Yams,2021,33182.0,880.9,251.0,27.4
Antigua and Barbuda,Yams,2022,33235.0,965.0,247.0,27.19
Antigua and Barbuda,Yams,2023,33017.0,1053.0,229.0,27.83
Argentina,Cassava,1990,100000.0,667.2,26156.0,15.01
Argentina,Cassava,1991,100000.0,666.0,26156.0,15.06
Argentina,Cassava,1992,100000.0,733.5,26156.0,14.68
Argentina,Cassava,1993,100000.0,617.6,26156.0,15.02
Argentina,Cassava,1994,100000.0,605.2,30195.0,15.6
Argentina,Cassava,1995,100000.0,510.7,37842.0,14.95
Argentina,Cassava,1996,100000.0,629.6,54595.0,15.03
Argentina,Cassava,1997,100000.0,657.6,77691.0,15.38
Argentina,Cassava,1998,100000.0,623.4,62397.0,15.02
Argentina,Cassava,1999,100000.0,636.5,73293.0,14.75
Argentina,Cassava,2000,100000.0,712.2,84189.0,14.45
Argentina,Cassava,2001,100000.0,712.7,95085.0,15.09
Argentina,Cassava,2002,100000.0,754.6,105981.0,14.84
Argentina,Cassava,2003,100000.0,596.4,116877.0,15.24
Argentina,Cassava,2004,100000.0,580.7,127773.0,15.24
Argentina,Cassava,2005,100000.0,581.7,138669.0,14.9
Argentina,Cassava,2006,100000.0,599.7,149565.0,15.46
Argentina,Cassava,2007,100000.0,586.3,186790.0,14.45
Argentina,Cassava,2008,100000.0,532.9,203369.0,15.34
Argentina,Cassava,2009,101695.0,538.2,140095.0,15.42
Argentina,Cassava,2010,101000.0,557.3,235739.0,14.91
Argentina,Cassava,2011,100000.0,566.5,220610.0,15.15
Argentina,Cassava,2012,100000.0,629.1,216309.0,15.61
Argentina,Cassava,2013,99459.0,521.2,212007.0,15.4
Argentina,Cassava,2014,99208.0,702.5,207706.0,15.41
Argentina,Cassava,2015,100163.0,649.2,203807.0,15.5
Argentina,Cassava,2016,100364.0,660.4,199908.0,14.94
Argentina,Cassava,2017,100304.0,639.0,196009.0,15.57
Argentina,Cassava,2018,100225.0,597.4,172928.0,15.27
Argentina,Cassava,2019,100180.0,587.0,241294.0,15.22
Argentina,Cassava,2020,100169.0,501.2,241520.0,15.55
Argentina,Cassava,2021,100201.0,540.3,262507.0,15.42
Argentina,Cassava,2022,100205.0,482.2,262507.0,15.12
Argentina,Cassava,2023,101731.0,564.1,262507.0,15.95
Argentina,Maize,1990,34608.0,667.2,26156.0,15.01
Argentina,Maize,1991,40444.0,666.0,26156.0,15.06
Argentina,Maize,1992,45237.0,733.5,26156.0,14.68
Argentina,Maize,1993,43552.0,617.6,26156.0,15.02
Argentina,Maize,1994,42371.0,605.2,30195.0,15.6
Argentina,Maize,1995,45223.0,510.7,37842.0,14.95
Argentina,Maize,1996,40397.0,629.6,54595.0,15.03
Argentina,Maize,1997,45557.0,657.6,77691.0,15.38
Argentina,Maize,1998,60780.0,623.4,62397.0,15.02
Argentina,Maize,1999,53702.0,636.5,73293.0,14.75
Argentina,Maize,2000,54329.0,712.2,84189.0,14.45
Argentina,Maize,2001,54553.0,712.7,95085.0,15.09
Argentina,Maize,2002,60791.0,754.6,105981.0,14.84
Argentina,Maize,2003,64767.0,596.4,116877.0,15.24
Argentina,Maize,2004,63931.0,580.7,127773.0,15.24
Argentina,Maize,2005,73587.0,581.7,138669.0,14.9
Argentina,Maize,2006,59030.0,599.7,149565.0,15.46
Argentina,Maize,2007,76655.0,586.3,186790.0,14.45
Argentina,Maize,2008,64525.0,532.9,203369.0,15.34
Argentina,Maize,2009,55760.0,538.2,140095.0,15.42
Argentina,Maize,2010,78040.0,557.3,235739.0,14.91
Argentina,Maize,2011,63503.0,566.5,220610.0,15.15
Argentina,Maize,2012,57346.0,629.1,216309.0,15.61
Argentina,Maize,2013,66037.0,521.2,212007.0,15.4
Argentina,Maize,2014,68409.0,702.5,207706.0,15.41
Argentina,Maize,2015,73090.0,649.2,203807.0,15.5
Argentina,Maize,2016,74427.0,660.4,199908.0,14.94
Argentina,Maize,2017,75759.0,639.0,196009.0,15.57
Argentina,Maize,2018,60883.0,597.4,172928.0,15.27
Argentina,Maize,2019,78615.0,587.0,241294.0,15.22
Argentina,Maize,2020,75539.0,501.2,241520.0,15.55
Argentina,Maize,2021,74296.0,540.3,262507.0,15.42
Argentina,Maize,2022,67329.0,482.2,262507.0,15.12
Argentina,Maize,2023,51094.0,564.1,262507.0,15.95
Argentina,Potatoes,1990,202747.0,667.2,26156.0,15.01
Argentina,Potatoes,1991,205692.0,666.0,26156.0,15.06
Argentina,Potatoes,1992,199039.0,733.5,26156.0,14.68
Argentina,Potatoes,1993,210314.0,617.6,26156.0,15.02
Argentina,Potatoes,1994,230166.0,605.2,30195.0,15.6
Argentina,Potatoes,1995,274272.0,510.7,37842.0,14.95
Argentina,Potatoes,1996,228877.0,629.6,54595.0,15.03
Argentina,Potatoes,1997,268502.0,657.6,77691.0,15.38
Argentina,Potatoes,1998,293744.0,623.4,62397.0,15.02
Argentina,Potatoes,1999,238938.0,636.5,73293.0,14.75
Argentina,Potatoes,2000,277566.0,712.2,84189.0,14.45
Argentina,Potatoes,2001,283768.0,712.7,95085.0,15.09
Argentina,Potatoes,2002,251347.0,754.6,105981.0,14.84
Argentina,Potatoes,2003,279269.0,596.4,116877.0,15.24
Argentina,Potatoes,2004,288717.0,580.7,127773.0,15.24
Argentina,Potatoes,2005,283917.0,581.7,138669.0,14.9
Argentina,Potatoes,2006,285828.0,599.7,149565.0,15.46
Argentina,Potatoes,2007,286765.0,586.3,186790.0,14.45
Argentina,Potatoes,2008,279412.0,532.9,203369.0,15.34
Argentina,Potatoes,2009,293326.0,538.2,140095.0,15.42
Argentina,Potatoes,2010,296203.0,557.3,235739.0,14.91
Argentina,Potatoes,2011,298649.0,566.5,220610.0,15.15
Argentina,Potatoes,2012,303967.0,629.1,216309.0,15.61
Argentina,Potatoes,2013,307357.0,521.2,212007.0,15.4
Argentina,Potatoes,2014,310577.0,702.5,207706.0,15.41
Argentina,Potatoes,2015,313425.0,649.2,203807.0,15.5
Argentina,Potatoes,2016,321969.0,660.4,199908.0,14.94
Argentina,Potatoes,2017,328586.0,639.0,196009.0,15.57
Argentina,Potatoes,2018,334600.0,597.4,172928.0,15.27
Argentina,Potatoes,2019,341336.0,587.0,241294.0,15.22
Argentina,Potatoes,2020,360771.0,501.2,241520.0,15.55
Argentina,Potatoes,2021,347909.0,540.3,262507.0,15.42
Argentina,Potatoes,2022,351311.0,482.2,262507.0,15.12
Argentina,Potatoes,2023,353669.0,564.1,262507.0,15.95
Argentina,"Rice, paddy",1990,36709.0,667.2,26156.0,15.01
Argentina,"Rice, paddy",1991,40294.0,666.0,26156.0,15.06
Argentina,"Rice, paddy",1992,52075.0,733.5,26156.0,14.68
Argentina,"Rice, paddy",1993,43559.0,617.6,26156.0,15.02
Argentina,"Rice, paddy",1994,42989.0,605.2,30195.0,15.6
Argentina,"Rice, paddy",1995,50306.0,510.7,37842.0,14.95
Argentina,"Rice, paddy",1996,51031.0,629.6,54595.0,15.03
Argentina,"Rice, paddy",1997,53703.0,657.6,77691.0,15.38
Argentina,"Rice, paddy",1998,47762.0,623.4,62397.0,15.02
Argentina,"Rice, paddy",1999,57337.0,636.5,73293.0,14.75
Argentina,"Rice, paddy",2000,47798.0,712.2,84189.0,14.45
Argentina,"Rice, paddy",2001,57495.0,712.7,95085.0,15.09
Argentina,"Rice, paddy",2002,57197.0,754.6,105981.0,14.84
Argentina,"Rice, paddy",2003,54002.0,596.4,116877.0,15.24
Argentina,"Rice, paddy",2004,62661.0,580.7,127773.0,15.24
Argentina,"Rice, paddy",2005,60165.0,581.7,138669.0,14.9
Argentina,"Rice, paddy",2006,70610.0,599.7,149565.0,15.46
Argentina,"Rice, paddy",2007,65604.0,586.3,186790.0,14.45
Argentina,"Rice, paddy",2008,68278.0,532.9,203369.0,15.34
Argentina,"Rice, paddy",2009,68842.0,538.2,140095.0,15.42
Argentina,"Rice, paddy",2010,57646.0,557.3,235739.0,14.91
Argentina,"Rice, paddy",2011,67901.0,566.5,220610.0,15.15
Argentina,"Rice, paddy",2012,66617.0,629.1,216309.0,15.61
Argentina,"Rice, paddy",2013,67187.0,521.2,212007.0,15.4
Argentina,"Rice, paddy",2014,65042.0,702.5,207706.0,15.41
Argentina,"Rice, paddy",2015,66989.0,649.2,203807.0,15.5
Argentina,"Rice, paddy",2016,67632.0,660.4,199908.0,14.94
Argentina,"Rice, paddy",2017,65083.0,639.0,196009.0,15.57
Argentina,"Rice, paddy",2018,69030.0,597.4,172928.0,15.27
Argentina,"Rice, paddy",2019,64919.0,587.0,241294.0,15.22
Argentina,"Rice, paddy",2020,65996.0,501.2,241520.0,15.55
Argentina,"Rice, paddy",2021,72662.0,540.3,262507.0,15.42
Argentina,"Rice, paddy",2022,65697.0,482.2,262507.0,15.12
Argentina,"Rice, paddy",2023,67237.0,564.1,262507.0,15.95
Argentina,Sorghum,1990,28116.0,667.2,26156.0,15.01
Argentina,Sorghum,1991,33320.0,666.0,26156.0,15.06
Argentina,Sorghum,1992,36217.0,733.5,26156.0,14.68
Argentina,Sorghum,1993,39529.0,617.6,26156.0,15.02
Argentina,Sorghum,1994,35065.0,605.2,30195.0,15.6
Argentina,Sorghum,1995,34588.0,510.7,37842.0,14.95
Argentina,Sorghum,1996,38763.0,629.6,54595.0,15.03
Argentina,Sorghum,1997,36845.0,657.6,77691.0,15.38
Argentina,Sorghum,1998,48105.0,623.4,62397.0,15.02
Argentina,Sorghum,1999,43845.0,636.5,73293.0,14.75
Argentina,Sorghum,2000,46477.0,712.2,84189.0,14.45
Argentina,Sorghum,2001,47429.0,712.7,95085.0,15.09
Argentina,Sorghum,2002,52691.0,754.6,105981.0,14.84
Argentina,Sorghum,2003,50315.0,596.4,116877.0,15.24
Argentina,Sorghum,2004,45531.0,580.7,127773.0,15.24
Argentina,Sorghum,2005,51872.0,581.7,138669.0,14.9
Argentina,Sorghum,2006,46778.0,599.7,149565.0,15.46
Argentina,Sorghum,2007,47021.0,586.3,186790.0,14.45
Argentina,Sorghum,2008,47474.0,532.9,203369.0,15.34
Argentina,Sorghum,2009,38752.0,538.2,140095.0,15.42
Argentina,Sorghum,2010,48163.0,557.3,235739.0,14.91
Argentina,Sorghum,2011,44029.0,566.5,220610.0,15.15
Argentina,Sorghum,2012,46534.0,629.1,216309.0,15.61
Argentina,Sorghum,2013,40852.0,521.2,212007.0,15.4
Argentina,Sorghum,2014,44009.0,702.5,207706.0,15.41
Argentina,Sorghum,2015,47043.0,649.2,203807.0,15.5
