orden_compra,id_tiempo,mes,id_cultivo,id_proveedor,canal_reventa,hectareas_contratadas,volumen_comprado_ton,precio_compra_usd_ton,precio_reventa_usd_ton,costo_total_usd,ingreso_reventa_usd,margen_bruto_usd,merma_pct
OC-2001-00909,2001,1,6,21,Mercado de exportación,45.2,60.96,230.81,263.52,14070.18,16064.18,1994.0,6.3
OC-2001-00910,2001,12,6,11,Industria procesadora,207.3,274.73,233.49,274.16,64146.71,75319.98,11173.27,7.9
OC-2001-00911,2001,7,6,23,Mayoristas locales,199.6,275.56,232.63,277.1,64103.52,76357.68,12254.16,4.0
OC-2002-00912,2002,1,6,2,Industria procesadora,133.0,243.36,221.57,256.25,53921.28,62361.0,8439.72,8.5
OC-2002-00913,2002,3,6,2,Industria procesadora,60.5,115.85,238.46,271.44,27625.59,31446.32,3820.73,4.2
OC-2002-00914,2002,3,6,14,Mayoristas locales,158.4,290.09,244.23,289.41,70848.68,83954.95,13106.27,8.4
OC-2002-00915,2002,2,6,35,Industria procesadora,210.1,411.49,226.48,258.97,93194.26,106563.57,13369.31,2.1
OC-2002-00916,2002,1,6,38,Industria procesadora,112.8,205.75,253.12,293.54,52079.44,60395.86,8316.42,8.8
OC-2002-00917,2002,4,6,1,Mercado de exportación,32.7,60.89,226.03,255.58,13762.97,15562.27,1799.3,6.8
OC-2002-00918,2002,12,6,16,Industria procesadora,62.6,117.57,229.43,265.01,26974.09,31157.23,4183.14,6.1
OC-2003-00919,2003,10,6,30,Industria procesadora,161.6,302.56,244.07,291.57,73845.82,88217.42,14371.6,6.4
OC-2003-00920,2003,10,6,25,Mayoristas locales,113.0,206.42,248.19,285.33,51231.38,58897.82,7666.44,8.7
OC-2003-00921,2003,3,6,3,Mayoristas locales,55.2,107.01,242.31,289.48,25929.59,30977.25,5047.66,3.1
OC-2003-00922,2003,8,6,34,Mercado de exportación,114.6,222.05,235.4,263.45,52270.57,58499.07,6228.5,3.1
OC-2003-00923,2003,2,6,16,Mercado de exportación,64.1,118.95,233.11,273.46,27728.43,32528.07,4799.64,7.2
OC-2004-00924,2004,2,6,35,Industria procesadora,171.0,328.13,228.01,265.05,74816.92,86970.86,12153.94,4.0
OC-2004-00925,2004,6,6,28,Supermercados,182.2,353.46,223.46,257.79,78984.17,91118.45,12134.28,3.0
OC-2004-00926,2004,1,6,14,Mayoristas locales,73.2,142.01,250.91,297.08,35631.73,42188.33,6556.6,3.0
OC-2005-00927,2005,5,6,18,Industria procesadora,47.0,64.37,243.48,277.4,15672.81,17856.24,2183.43,7.9
OC-2005-00928,2005,2,6,7,Mayoristas locales,68.3,95.8,226.07,267.63,21657.51,25638.95,3981.44,5.6
OC-2005-00929,2005,7,6,20,Mayoristas locales,45.6,62.72,240.28,277.47,15070.36,17402.92,2332.56,7.5
OC-2006-00930,2006,8,6,21,Supermercados,185.6,255.7,249.08,289.64,63689.76,74060.95,10371.19,8.5
OC-2006-00931,2006,2,6,4,Industria procesadora,25.5,36.24,229.45,263.58,8315.27,9552.14,1236.87,5.6
OC-2006-00932,2006,3,6,18,Industria procesadora,124.3,181.28,253.04,291.15,45871.09,52779.67,6908.58,3.2
OC-2007-00933,2007,4,6,22,Industria procesadora,137.2,212.17,251.04,279.84,53263.16,59373.65,6110.49,3.3
OC-2007-00934,2007,11,6,29,Mercado de exportación,202.2,313.6,250.97,289.41,78704.19,90758.98,12054.79,3.1
OC-2007-00935,2007,10,6,34,Mercado de exportación,140.1,215.63,253.25,298.13,54608.3,64285.77,9677.47,3.8
OC-2008-00936,2008,7,6,2,Industria procesadora,90.3,140.2,229.42,273.63,32164.68,38362.93,6198.25,3.0
OC-2008-00937,2008,3,6,38,Mayoristas locales,94.5,147.36,222.52,249.21,32790.55,36723.59,3933.04,2.5
OC-2008-00938,2008,7,6,14,Industria procesadora,36.9,55.7,245.86,274.27,13694.4,15276.84,1582.44,5.8
OC-2009-00939,2009,4,6,30,Industria procesadora,211.6,327.93,232.16,261.26,76132.23,85674.99,9542.76,5.8
OC-2009-00940,2009,4,6,13,Mayoristas locales,164.6,253.53,248.39,284.09,62974.32,72025.34,9051.02,6.4
OC-2009-00941,2009,2,6,9,Supermercados,164.7,263.62,223.0,254.76,58787.26,67159.83,8372.57,2.7
OC-2009-00942,2009,11,6,27,Mayoristas locales,94.2,148.37,238.97,281.83,35455.98,41815.12,6359.14,4.2
OC-2009-00943,2009,9,6,29,Mayoristas locales,169.3,267.98,253.19,296.27,67849.86,79394.43,11544.57,3.8
OC-2009-00944,2009,1,6,9,Industria procesadora,99.8,159.23,243.05,287.33,38700.85,45751.56,7050.71,3.0
OC-2009-00945,2009,9,6,25,Mayoristas locales,111.5,166.94,225.91,268.07,37713.42,44751.61,7038.19,9.0
OC-2010-00946,2010,12,6,24,Industria procesadora,209.0,320.4,231.42,277.6,74146.97,88943.04,14796.07,6.8
OC-2010-00947,2010,9,6,36,Industria procesadora,159.0,238.38,222.94,257.54,53144.44,61392.39,8247.95,8.8
OC-2010-00948,2010,1,6,7,Supermercados,143.6,222.54,242.0,277.81,53854.68,61823.84,7969.16,5.7
OC-2010-00949,2010,7,6,27,Mayoristas locales,200.3,312.8,254.57,300.32,79629.5,93940.1,14310.6,5.0
OC-2010-00950,2010,11,6,2,Mayoristas locales,118.7,185.17,231.81,275.25,42924.26,50968.04,8043.78,5.1
OC-2010-00951,2010,4,6,36,Industria procesadora,174.9,277.36,252.38,293.69,70000.12,81457.86,11457.74,3.6
OC-2010-00952,2010,7,6,13,Industria procesadora,115.0,178.78,226.16,267.9,40432.88,47895.16,7462.28,5.5
OC-2011-00953,2011,6,6,4,Mercado de exportación,210.7,328.14,238.26,267.43,78182.64,87754.48,9571.84,3.7
OC-2011-00954,2011,2,6,23,Supermercados,146.8,216.17,245.37,276.87,53041.63,59850.99,6809.36,8.9
OC-2011-00955,2011,7,6,27,Industria procesadora,215.5,318.35,240.18,274.03,76461.3,87237.45,10776.15,8.6
OC-2011-00956,2011,11,6,9,Industria procesadora,115.4,172.29,243.35,283.59,41926.77,48859.72,6932.95,7.6
OC-2011-00957,2011,7,6,33,Supermercados,60.5,90.79,246.17,277.53,22349.77,25196.95,2847.18,7.2
OC-2012-00958,2012,2,6,33,Mercado de exportación,54.5,83.35,233.59,262.99,19469.73,21920.22,2450.49,5.2
OC-2012-00959,2012,7,6,25,Supermercados,186.2,277.85,222.38,249.29,61788.28,69265.23,7476.95,7.5
OC-2012-00960,2012,6,6,21,Mercado de exportación,131.8,199.95,230.83,260.49,46154.46,52084.98,5930.52,6.0
OC-2012-00961,2012,6,6,6,Supermercados,38.5,59.02,233.45,263.87,13778.22,15573.61,1795.39,4.9
OC-2012-00962,2012,4,6,4,Supermercados,86.7,129.02,236.47,263.25,30509.36,33964.52,3455.16,7.7
OC-2013-00963,2013,1,6,25,Mayoristas locales,25.1,37.66,241.07,270.92,9078.7,10202.85,1124.15,7.2
OC-2013-00964,2013,3,6,35,Mercado de exportación,101.9,151.11,237.64,279.39,35909.78,42218.62,6308.84,8.3
OC-2013-00965,2013,9,6,30,Mercado de exportación,203.0,317.48,231.12,267.41,73375.98,84897.33,11521.35,3.3
OC-2013-00966,2013,6,6,40,Supermercados,37.7,57.08,227.56,262.79,12989.12,15000.05,2010.93,6.5
OC-2013-00967,2013,7,6,36,Industria procesadora,218.4,328.51,221.37,253.07,72722.26,83136.03,10413.77,7.0
OC-2014-00968,2014,11,6,39,Industria procesadora,205.8,325.94,221.65,246.86,72244.6,80461.55,8216.95,4.0
OC-2014-00969,2014,9,6,13,Mayoristas locales,66.1,104.51,253.0,299.78,26441.03,31330.01,4888.98,4.1
OC-2014-00970,2014,7,6,11,Mercado de exportación,126.4,197.75,228.94,256.79,45272.88,50780.22,5507.34,5.2
OC-2014-00971,2014,1,6,30,Supermercados,120.5,185.84,248.81,291.65,46238.85,54200.24,7961.39,6.5
OC-2014-00972,2014,12,6,10,Mayoristas locales,37.4,57.39,254.4,287.21,14600.02,16482.98,1882.96,7.0
OC-2015-00973,2015,11,6,9,Supermercados,203.6,310.19,223.05,257.2,69187.88,79780.87,10592.99,7.9
OC-2015-00974,2015,10,6,31,Supermercados,47.7,72.72,239.37,283.38,17406.99,20607.39,3200.4,7.8
OC-2015-00975,2015,12,6,38,Mercado de exportación,80.5,128.88,229.21,270.37,29540.58,34845.29,5304.71,3.3
OC-2015-00976,2015,10,6,29,Industria procesadora,147.8,239.13,238.48,274.16,57027.72,65559.88,8532.16,2.2
OC-2016-00977,2016,8,6,12,Mayoristas locales,30.0,47.65,230.67,275.51,10991.43,13128.05,2136.62,3.3
OC-2016-00978,2016,1,6,38,Industria procesadora,206.2,314.12,237.38,280.61,74565.81,88145.21,13579.4,7.1
OC-2016-00979,2016,12,6,6,Supermercados,104.9,157.51,232.51,259.64,36622.65,40895.9,4273.25,8.4
OC-2016-00980,2016,7,6,29,Industria procesadora,66.1,101.86,231.55,268.66,23585.68,27365.71,3780.03,6.1
OC-2016-00981,2016,9,6,16,Mercado de exportación,33.2,49.68,225.62,269.56,11208.8,13391.74,2182.94,8.8
OC-2016-00982,2016,1,6,23,Industria procesadora,32.7,52.0,245.28,277.78,12754.56,14444.56,1690.0,3.2
OC-2017-00983,2017,9,6,12,Industria procesadora,97.0,156.64,236.74,281.67,37082.95,44120.79,7037.84,3.2
OC-2017-00984,2017,3,6,36,Industria procesadora,100.3,158.83,253.25,298.8,40223.7,47458.4,7234.7,5.0
OC-2017-00985,2017,10,6,37,Mayoristas locales,192.5,306.89,252.01,284.71,77339.35,87374.65,10035.3,4.4
OC-2018-00986,2018,11,6,1,Supermercados,133.0,209.51,222.6,255.31,46636.93,53490.0,6853.07,6.8
OC-2018-00987,2018,6,6,37,Supermercados,43.1,68.49,223.51,266.19,15308.2,18231.35,2923.15,5.9
OC-2018-00988,2018,5,6,20,Industria procesadora,143.2,221.43,231.44,260.9,51247.76,57771.09,6523.33,8.5
OC-2018-00989,2018,3,6,18,Mayoristas locales,23.9,39.33,251.5,287.83,9891.49,11320.35,1428.86,2.6
OC-2018-00990,2018,2,6,30,Industria procesadora,145.0,232.59,228.04,257.34,53039.82,59854.71,6814.89,5.1
OC-2019-00991,2019,4,6,21,Mercado de exportación,76.7,123.5,239.91,273.56,29628.88,33784.66,4155.78,5.8
OC-2019-00992,2019,4,6,5,Mercado de exportación,155.7,243.51,222.43,250.62,54163.93,61028.48,6864.55,8.5
OC-2019-00993,2019,2,6,2,Industria procesadora,211.7,344.75,252.03,297.38,86887.34,102521.76,15634.42,4.7
OC-2019-00994,2019,6,6,16,Industria procesadora,193.4,317.65,235.36,266.82,74762.1,84755.37,9993.27,3.9
OC-2020-00995,2020,6,6,5,Industria procesadora,164.1,255.82,226.24,257.96,57876.72,65991.33,8114.61,8.9
OC-2020-00996,2020,4,6,10,Industria procesadora,80.1,129.44,224.75,269.56,29091.64,34891.85,5800.21,5.6
OC-2020-00997,2020,5,6,32,Mercado de exportación,29.5,47.17,243.01,287.78,11462.78,13574.58,2111.8,6.4
OC-2020-00998,2020,5,6,31,Industria procesadora,162.6,255.48,225.09,263.46,57505.99,67308.76,9802.77,8.2
OC-2020-00999,2020,2,6,1,Industria procesadora,88.5,142.09,235.99,263.61,33531.82,37456.34,3924.52,6.2
OC-2020-01000,2020,6,6,12,Industria procesadora,155.5,254.21,223.74,258.77,56876.95,65781.92,8904.97,4.5
OC-2020-01001,2020,1,6,28,Supermercados,119.8,197.11,244.27,274.52,48148.06,54110.64,5962.58,3.9
OC-2021-01002,2021,5,6,2,Industria procesadora,85.9,137.54,249.2,280.67,34274.97,38603.35,4328.38,6.0
OC-2021-01003,2021,12,6,34,Supermercados,160.9,257.55,246.14,276.66,63393.36,71253.78,7860.42,6.0
OC-2021-01004,2021,3,6,37,Supermercados,47.9,79.2,222.39,251.03,17613.29,19881.58,2268.29,2.9
OC-2021-01005,2021,7,6,17,Mercado de exportación,88.5,147.1,244.92,281.73,36027.73,41442.48,5414.75,2.5
OC-2021-01006,2021,7,6,37,Mayoristas locales,75.0,122.41,233.41,261.65,28571.72,32028.58,3456.86,4.1
OC-2021-01007,2021,11,6,4,Mayoristas locales,36.2,57.83,221.8,247.98,12826.69,14340.68,1513.99,6.1
OC-2021-01008,2021,10,6,8,Mayoristas locales,152.5,247.99,240.07,286.15,59534.96,70962.34,11427.38,4.5
OC-2022-01009,2022,4,6,40,Mayoristas locales,78.5,129.25,238.9,280.78,30877.82,36290.81,5412.99,3.7
OC-2022-01010,2022,2,6,34,Mayoristas locales,170.7,282.63,252.47,286.93,71355.6,81095.03,9739.43,3.1
OC-2022-01011,2022,4,6,35,Mayoristas locales,135.7,215.4,238.96,275.62,51471.98,59368.55,7896.57,7.0
OC-2022-01012,2022,11,6,6,Supermercados,94.7,149.04,249.35,290.68,37163.12,43322.95,6159.83,7.9
OC-2022-01013,2022,1,6,25,Industria procesadora,18.4,30.6,251.73,301.71,7702.94,9232.33,1529.39,2.9
OC-2022-01014,2022,2,6,10,Industria procesadora,203.9,333.72,248.33,280.19,82872.69,93505.01,10632.32,4.2
OC-2022-01015,2022,11,6,4,Supermercados,136.0,211.63,233.71,277.47,49460.05,58720.98,9260.93,8.9
OC-2023-01016,2023,11,6,29,Industria procesadora,166.1,266.43,250.39,286.54,66711.41,76342.85,9631.44,6.1
OC-2023-01017,2023,9,6,38,Mercado de exportación,42.0,67.47,249.63,282.27,16842.54,19044.76,2202.22,6.0
OC-2023-01018,2023,6,6,25,Industria procesadora,195.7,305.08,227.63,270.76,69445.36,82603.46,13158.1,8.7
OC-2023-01019,2023,8,6,1,Mercado de exportación,187.7,308.74,226.77,271.19,70012.97,83727.2,13714.23,3.7
OC-2023-01020,2023,2,6,28,Supermercados,75.5,123.97,233.54,271.13,28951.95,33611.99,4660.04,3.9
OC-2023-01021,2023,12,6,19,Industria procesadora,99.6,157.11,252.03,298.26,39596.43,46859.63,7263.2,7.7
OC-1990-01022,1990,11,7,17,Supermercados,108.3,203.39,388.24,435.89,78964.13,88655.67,9691.54,5.5
OC-1990-01023,1990,8,7,38,Mercado de exportación,172.6,312.15,416.25,467.93,129932.44,146064.35,16131.91,9.0
OC-1990-01024,1990,7,7,38,Supermercados,50.9,95.68,408.56,469.3,39091.02,44902.62,5811.6,5.5
OC-1990-01025,1990,9,7,19,Supermercados,86.5,158.8,416.18,493.36,66089.38,78345.57,12256.19,7.6
OC-1990-01026,1990,4,7,5,Supermercados,64.7,123.69,432.55,483.33,53502.11,59783.09,6280.98,3.8
OC-1990-01027,1990,7,7,29,Industria procesadora,29.3,53.6,421.41,484.53,22587.58,25970.81,3383.23,7.9
OC-1991-01028,1991,11,7,8,Mayoristas locales,127.3,204.33,387.09,449.18,79094.1,91780.95,12686.85,3.3
OC-1991-01029,1991,7,7,10,Supermercados,80.4,127.15,433.55,508.46,55125.88,64650.69,9524.81,4.7
OC-1991-01030,1991,5,7,18,Supermercados,202.6,310.9,406.35,479.94,126334.22,149213.35,22879.13,7.6
OC-1991-01031,1991,4,7,40,Industria procesadora,59.5,93.31,417.29,464.93,38937.33,43382.62,4445.29,5.4
OC-1991-01032,1991,2,7,20,Mayoristas locales,23.1,34.92,422.53,473.21,14754.75,16524.49,1769.74,9.0
OC-1991-01033,1991,1,7,22,Mercado de exportación,52.7,82.34,409.37,464.99,33707.53,38287.28,4579.75,5.9
OC-1992-01034,1992,7,7,35,Industria procesadora,55.8,88.36,412.56,472.98,36453.8,41792.51,5338.71,3.5
OC-1992-01035,1992,11,7,18,Mayoristas locales,181.5,284.81,406.04,455.11,115644.25,129619.88,13975.63,4.4
OC-1992-01036,1992,5,7,21,Supermercados,80.5,126.06,409.56,460.01,51629.13,57988.86,6359.73,4.7
OC-1993-01037,1993,11,7,12,Mercado de exportación,109.4,187.6,389.93,433.25,73150.87,81277.7,8126.83,2.6
OC-1993-01038,1993,3,7,38,Industria procesadora,195.6,326.4,406.56,454.94,132701.18,148492.42,15791.24,5.3
OC-1993-01039,1993,6,7,24,Mayoristas locales,45.1,73.88,409.57,461.08,30259.03,34064.59,3805.56,6.9
OC-1993-01040,1993,10,7,34,Industria procesadora,41.7,69.59,426.25,478.03,29662.74,33266.11,3603.37,5.2
OC-1993-01041,1993,9,7,18,Mayoristas locales,99.8,169.41,395.23,451.88,66955.91,76552.99,9597.08,3.6
OC-1994-01042,1994,9,7,10,Supermercados,63.1,126.14,384.49,427.85,48499.57,53969.0,5469.43,7.1
OC-1994-01043,1994,9,7,40,Supermercados,132.1,262.54,413.52,490.46,108565.54,128765.37,20199.83,7.7
OC-1994-01044,1994,1,7,15,Industria procesadora,101.7,203.74,435.58,490.78,88745.07,99991.52,11246.45,6.9
OC-1994-01045,1994,1,7,17,Industria procesadora,88.8,183.83,381.32,424.67,70098.06,78067.09,7969.03,3.8
OC-1994-01046,1994,1,7,38,Industria procesadora,151.8,309.28,381.17,448.17,117888.26,138610.02,20721.76,5.3
OC-1994-01047,1994,12,7,37,Mercado de exportación,73.1,147.28,422.25,488.89,62188.98,72003.72,9814.74,6.4
OC-1995-01048,1995,1,7,3,Industria procesadora,160.8,166.94,414.05,481.45,69121.51,80373.26,11251.75,5.1
OC-1995-01049,1995,4,7,10,Industria procesadora,36.5,36.69,451.32,505.18,16558.93,18535.05,1976.12,8.1
OC-1995-01050,1995,4,7,36,Industria procesadora,73.3,78.47,417.5,468.61,32761.22,36771.83,4010.61,2.2
OC-1995-01051,1995,8,7,11,Supermercados,123.1,126.47,430.89,490.87,54494.66,62080.33,7585.67,6.1
OC-1996-01052,1996,9,7,30,Supermercados,66.0,75.88,436.08,484.1,33089.75,36733.51,3643.76,8.7
OC-1996-01053,1996,5,7,13,Industria procesadora,179.6,218.27,395.59,460.94,86345.43,100609.37,14263.94,3.5
OC-1996-01054,1996,5,7,14,Mercado de exportación,18.2,21.32,407.89,456.88,8696.21,9740.68,1044.47,6.9
OC-1996-01055,1996,12,7,5,Industria procesadora,100.0,115.27,425.84,474.29,49086.58,54671.41,5584.83,8.5
OC-1996-01056,1996,12,7,4,Mayoristas locales,44.2,52.82,418.57,476.26,22108.87,25156.05,3047.18,5.1
OC-1997-01057,1997,4,7,13,Supermercados,98.2,107.14,424.13,487.57,45441.29,52238.25,6796.96,4.0
OC-1997-01058,1997,9,7,24,Supermercados,130.8,135.97,400.22,454.07,54417.91,61739.9,7321.99,8.5
OC-1997-01059,1997,2,7,10,Industria procesadora,200.7,222.69,407.16,473.05,90670.46,105343.5,14673.04,2.4
OC-1997-01060,1997,7,7,40,Supermercados,26.4,29.01,432.72,512.19,12553.21,14858.63,2305.42,3.4
OC-1997-01061,1997,2,7,3,Mayoristas locales,92.4,101.57,413.99,473.94,42048.96,48138.09,6089.13,3.3
OC-1998-01062,1998,5,7,13,Mercado de exportación,37.0,45.86,417.3,466.28,19137.38,21383.6,2246.22,2.4
OC-1998-01063,1998,7,7,5,Supermercados,165.1,190.9,391.18,442.19,74676.26,84414.07,9737.81,8.9
OC-1998-01064,1998,9,7,13,Industria procesadora,89.0,107.21,418.35,494.91,44851.3,53059.3,8208.0,5.1
OC-1998-01065,1998,2,7,33,Mayoristas locales,50.6,60.96,387.86,446.31,23643.95,27207.06,3563.11,5.1
OC-1998-01066,1998,6,7,4,Mercado de exportación,95.3,111.76,393.86,459.94,44017.79,51402.89,7385.1,7.6
OC-1999-01067,1999,12,7,32,Industria procesadora,93.6,156.43,415.22,469.17,64952.86,73392.26,8439.4,7.8
OC-1999-01068,1999,7,7,39,Supermercados,94.3,158.15,421.28,484.96,66625.43,76696.42,10070.99,7.5
OC-1999-01069,1999,6,7,36,Mayoristas locales,182.9,310.43,424.74,492.92,131852.04,153017.16,21165.12,6.4
OC-2000-01070,2000,10,7,29,Industria procesadora,196.7,322.06,425.84,503.36,137146.03,162112.12,24966.09,4.0
OC-2000-01071,2000,6,7,22,Supermercados,110.4,183.03,422.4,475.25,77311.87,86985.01,9673.14,2.8
OC-2000-01072,2000,2,7,16,Mercado de exportación,27.3,44.08,391.77,436.5,17269.22,19240.92,1971.7,5.2
OC-2000-01073,2000,2,7,1,Industria procesadora,43.0,68.32,417.03,479.78,28491.49,32778.57,4287.08,7.0
OC-2000-01074,2000,7,7,5,Supermercados,73.3,118.22,420.14,472.35,49668.95,55841.22,6172.27,5.5
OC-2001-01075,2001,1,7,12,Mercado de exportación,213.8,382.5,421.35,468.92,161166.38,179361.9,18195.52,5.3
OC-2001-01076,2001,4,7,2,Mercado de exportación,183.2,336.15,425.5,484.94,143031.82,163012.58,19980.76,2.9
OC-2001-01077,2001,11,7,22,Mercado de exportación,103.9,184.88,433.62,482.65,80167.67,89232.33,9064.66,5.9
OC-2001-01078,2001,10,7,38,Industria procesadora,92.2,160.61,411.21,473.81,66044.44,76098.62,10054.18,7.9
OC-2002-01079,2002,11,7,24,Mayoristas locales,71.0,134.1,393.5,445.98,52768.35,59805.92,7037.57,5.4
OC-2002-01080,2002,3,7,3,Mayoristas locales,176.6,339.81,413.71,474.44,140582.8,161219.46,20636.66,3.6
OC-2002-01081,2002,3,7,2,Supermercados,29.6,54.8,402.67,455.69,22066.32,24971.81,2905.49,7.3
OC-2002-01082,2002,12,7,2,Supermercados,142.7,262.7,400.44,468.66,105195.59,123116.98,17921.39,7.8
OC-2002-01083,2002,3,7,3,Industria procesadora,47.6,86.48,425.01,490.96,36754.86,42458.22,5703.36,9.0
OC-2003-01084,2003,4,7,40,Industria procesadora,190.5,325.27,381.9,422.13,124220.61,137306.23,13085.62,2.3
OC-2003-01085,2003,5,7,32,Industria procesadora,103.3,170.2,423.88,492.86,72144.38,83884.77,11740.39,5.7
OC-2003-01086,2003,7,7,17,Supermercados,195.1,323.21,412.48,457.5,133317.66,147868.57,14550.91,5.2
OC-2003-01087,2003,9,7,15,Industria procesadora,111.4,177.6,432.76,480.66,76858.18,85365.22,8507.04,8.8
OC-2003-01088,2003,6,7,5,Supermercados,42.6,68.82,420.14,473.31,28914.03,32573.19,3659.16,7.7
OC-2003-01089,2003,3,7,4,Industria procesadora,77.7,130.75,435.37,488.06,56924.63,63813.84,6889.21,3.7
OC-2004-01090,2004,2,7,39,Industria procesadora,53.1,82.86,385.65,443.21,31954.96,36724.38,4769.42,6.1
OC-2004-01091,2004,6,7,20,Mayoristas locales,106.3,164.15,434.77,483.44,71367.5,79356.68,7989.18,7.0
OC-2004-01092,2004,8,7,14,Mayoristas locales,144.3,225.85,396.58,452.24,89567.59,102138.4,12570.81,5.8
OC-2005-01093,2005,3,7,4,Industria procesadora,117.4,220.02,434.42,509.59,95581.09,112119.99,16538.9,4.6
OC-2005-01094,2005,2,7,20,Industria procesadora,207.1,389.83,429.51,495.74,167435.88,193254.32,25818.44,4.2
OC-2005-01095,2005,5,7,19,Mayoristas locales,191.1,358.65,406.1,475.24,145647.76,170444.83,24797.07,4.5
OC-2005-01096,2005,4,7,27,Supermercados,125.3,239.06,395.99,462.08,94665.37,110464.84,15799.47,2.8
OC-2005-01097,2005,10,7,11,Industria procesadora,82.1,153.87,401.97,474.51,61851.12,73012.85,11161.73,4.6
OC-2005-01098,2005,6,7,26,Industria procesadora,122.6,220.3,405.94,450.47,89428.58,99238.54,9809.96,8.6
OC-2005-01099,2005,6,7,18,Supermercados,20.1,38.02,383.92,453.32,14596.64,17235.23,2638.59,3.9
OC-2006-01100,2006,6,7,6,Mayoristas locales,143.4,155.65,386.37,447.36,60138.49,69631.58,9493.09,5.6
OC-2006-01101,2006,2,7,1,Mayoristas locales,93.2,98.42,394.8,461.04,38856.22,45375.56,6519.34,8.2
OC-2006-01102,2006,5,7,26,Supermercados,64.7,72.51,416.7,469.26,30214.92,34026.04,3811.12,2.5
OC-2007-01103,2007,3,7,40,Supermercados,93.3,152.9,399.36,470.14,61062.14,71884.41,10822.27,4.7
OC-2007-01104,2007,2,7,13,Industria procesadora,127.8,207.93,408.9,461.49,85022.58,95957.62,10935.04,5.3
OC-2007-01105,2007,8,7,21,Supermercados,83.7,138.22,413.64,479.48,57173.32,66273.73,9100.41,4.0
OC-2007-01106,2007,3,7,9,Mayoristas locales,162.9,270.19,424.31,497.09,114644.32,134308.75,19664.43,3.5
OC-2007-01107,2007,12,7,23,Industria procesadora,188.5,307.34,381.15,434.15,117142.64,133431.66,16289.02,5.2
OC-2008-01108,2008,2,7,32,Mayoristas locales,83.4,128.11,390.05,432.34,49969.31,55387.08,5417.77,4.0
OC-2008-01109,2008,5,7,22,Mercado de exportación,209.4,312.8,393.84,456.47,123193.15,142783.82,19590.67,6.6
OC-2008-01110,2008,9,7,24,Mayoristas locales,97.2,145.03,406.41,462.58,58941.64,67087.98,8146.34,6.7
OC-2008-01111,2008,8,7,20,Industria procesadora,158.6,240.14,399.96,448.95,96046.39,107810.85,11764.46,5.4
OC-2008-01112,2008,12,7,3,Mayoristas locales,132.0,199.99,382.08,433.38,76412.18,86671.67,10259.49,5.3
OC-2008-01113,2008,11,7,22,Mercado de exportación,123.6,185.56,403.09,471.84,74797.38,87554.63,12757.25,6.2
OC-2008-01114,2008,6,7,19,Mayoristas locales,77.1,120.16,398.64,458.23,47900.58,55060.92,7160.34,2.6
OC-2009-01115,2009,1,7,14,Mayoristas locales,86.0,132.77,387.9,433.58,51501.48,57566.42,6064.94,6.9
OC-2009-01116,2009,11,7,19,Mayoristas locales,138.0,208.44,420.12,476.72,87569.81,99367.52,11797.71,8.9
OC-2009-01117,2009,5,7,10,Industria procesadora,139.5,213.87,400.54,463.44,85663.49,99115.91,13452.42,7.5
OC-2009-01118,2009,11,7,22,Mercado de exportación,94.4,149.29,400.4,443.39,59775.72,66193.69,6417.97,4.7
OC-2009-01119,2009,2,7,29,Mercado de exportación,132.6,204.12,427.71,478.59,87304.17,97689.79,10385.62,7.2
OC-2009-01120,2009,1,7,11,Industria procesadora,102.2,165.17,401.73,454.69,66353.74,75101.15,8747.41,2.5
OC-2010-01121,2010,12,7,16,Industria procesadora,48.3,74.89,398.57,456.9,29848.91,34217.24,4368.33,4.7
OC-2010-01122,2010,6,7,4,Industria procesadora,19.8,29.97,393.92,455.74,11805.78,13658.53,1852.75,6.8
OC-2010-01123,2010,1,7,20,Industria procesadora,210.4,316.4,389.23,450.96,123152.37,142683.74,19531.37,7.6
OC-2010-01124,2010,2,7,32,Mayoristas locales,106.1,168.65,385.48,444.82,65011.2,75018.89,10007.69,2.4
OC-2010-01125,2010,6,7,11,Mercado de exportación,71.7,113.84,401.63,454.74,45721.56,51767.6,6046.04,2.5
OC-2010-01126,2010,6,7,26,Industria procesadora,46.9,73.14,385.33,445.45,28183.04,32580.21,4397.17,4.2
OC-2011-01127,2011,3,7,33,Industria procesadora,30.7,48.34,384.18,429.88,18571.26,20780.4,2209.14,3.0
OC-2011-01128,2011,12,7,5,Mayoristas locales,37.5,57.43,435.24,512.07,24995.83,29408.18,4412.35,5.7
OC-2011-01129,2011,3,7,39,Supermercados,171.5,267.94,436.47,492.18,116947.77,131874.71,14926.94,3.9
OC-2011-01130,2011,4,7,12,Mayoristas locales,164.8,249.92,429.89,507.9,107438.11,126934.37,19496.26,6.7
OC-2011-01131,2011,6,7,9,Supermercados,53.9,83.99,425.36,500.88,35725.99,42068.91,6342.92,4.1
OC-2011-01132,2011,7,7,18,Mercado de exportación,184.5,290.41,385.43,452.56,111932.73,131427.95,19495.22,3.1
OC-2012-01133,2012,11,7,1,Industria procesadora,172.7,284.68,411.53,478.74,117154.36,136287.7,19133.34,2.6
OC-2012-01134,2012,2,7,37,Supermercados,150.9,243.97,434.35,498.14,105968.37,121531.22,15562.85,4.5
OC-2012-01135,2012,10,7,38,Mercado de exportación,79.2,125.38,401.77,456.45,50373.92,57229.7,6855.78,6.4
